pol_first_name,pol_middle_name,pol_last_name,pol_junior,photo_credit,polra_party,ra_number,pol_nat_id,polra_in_order,polra_number,pol_number,of_number,se_number,race_id,office_id,ra_num_winners,rt_number,rt_party_name,of_description,ot_number,ot_name,se_name,of_scope,race_order,el_date,ra_uncontested,ra_tabulate,st_postal,ra_national_b,ra_runoff_cands,pol_abbrv,incumbent,website,facebook,twitter,instagram,youtube,ballotpedia,currently,previously,sentence,photo_slug,race_to_watch,gg_link,gg_to_watch_link,wnyc_link,why_watch
Rodneyse,,Bichotte,,https://ballotpedia.org/Rodneyse_Bichotte,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 42,L,9740,20160913,FALSE,TRUE,NY,FALSE,FALSE,Bichotte,TRUE,http://assembly.state.ny.us/mem/Rodneyse-Bichotte/,https://www.facebook.com/rodneyse.bichotte.3,https://twitter.com/ambichotte,https://www.instagram.com/votebichotte/,N/A,https://ballotpedia.org/Rodneyse_Bichotte,"Assembly member, District 42",Director of Mergers and Acquisitions at American Express,Chair of the Oversight of Minority and Women-Owned Business Enterprises Subcommittee. First Haitian-American elected into office in New York City.,,,,,,
Victor,,Jordan,,,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 42,L,9740,20160913,FALSE,TRUE,NY,FALSE,FALSE,Jordan,FALSE,,,,,N/A,https://ballotpedia.org/Victor_Jordan,"Member, Community Board 17; Army Volunteer Corps",High School Teacher,Won 5% of the vote in the 2014 primary.,,,,,,
Robert,,Carroll,,http://www.robertcarroll2016.com/bio,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 44,L,9850,20160913,FALSE,TRUE,NY,FALSE,FALSE,Carroll,FALSE,http://www.robertcarroll2016.com/,https://www.facebook.com/robertcarroll2016,https://twitter.com/Bobby4Brooklyn,N/A,N/A,N/A,Lawyer; Development Director for theater non-profit,,"Wants to serve on the Education, Housing and Election Law committees.",,TRUE,http://www.gothamgazette.com/index.php/state/6507-two-different-democratic-assembly-primaries-in-brooklyn,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD44,,Open seat Assembly race in progressive Brooklyn district.
R.M.,,Curry-Smithson,,,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 44,L,9850,20160913,FALSE,TRUE,NY,FALSE,FALSE,CrrySm,FALSE,http://www.robcurrysmithson.com/,https://www.facebook.com/currysmithson/,https://twitter.com/rcurrysmithson,N/A,N/A,N/A,High School Teacher; UFT chapter leader,,"Wants to prohibit outside income for public officials, reduce standardized testing and end colocation of schools. Smithson's first campaigning experience was in pushing for the re-election of Bernie Sanders in U.S. Congress in 1998.",,TRUE,http://www.gothamgazette.com/index.php/state/6507-two-different-democratic-assembly-primaries-in-brooklyn,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD44,,
Troy,,Odendhal,,http://troyodendhal2016.blogspot.com/,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 44,L,9850,20160913,FALSE,TRUE,NY,FALSE,FALSE,Odendhl,FALSE,http://www.troyodendhal2016.com/,,https://twitter.com/odendhal44thad,N/A,N/A,N/A,Freelance Radio Producer; Educator,"Board Member, United Puerto Ricans of Sunset Park (UPROSE); Project Director, the Non-Violence Project.",Wants to focus on affordable housing in the district and criminal justice reform.,,TRUE,http://www.gothamgazette.com/index.php/state/6507-two-different-democratic-assembly-primaries-in-brooklyn,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD44,,
Pamela,,Harris,,https://www.facebook.com/1074640702569013/photos/a.1074958285870588.1073741828.1074640702569013/1086595004706916/?type=3&theater,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 46,L,9970,20160913,FALSE,TRUE,NY,FALSE,FALSE,Harris,TRUE,http://assembly.state.ny.us/mem/Pamela-Harris/,https://www.facebook.com/Pamela-Harris-State-Assembly-46th-District-1074640702569013/,,,N/A,https://ballotpedia.org/Pamela_Harris_(New_York),"Assembly member, District 46","Founder, Coney Island Generation Gap; Corrections Officer at Rikers","Lifelong Coney Island resident who won a special election last year. Focused on jobs, public safety, assistance of victims from Superstorm Sandy, and affordable housing.",,TRUE,http://www.gothamgazette.com/index.php/state/6507-two-different-democratic-assembly-primaries-in-brooklyn,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD46,,
Katie,,Cucco,,https://www.facebook.com/katecuccoforassembly/photos/a.241539402871156.1073741825.241539089537854/241539409537822/?type=1&theater,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 46,L,9970,20160913,FALSE,TRUE,NY,FALSE,FALSE,Cucco,FALSE,http://www.katecucco.com/kate-cucco-for-nys-assembly.html,https://www.facebook.com/katecuccoforassembly/,,,N/A,,,Chief of Staff to former Assembly member Alec Brook-Krasny,"Wants to work on election reform, free CUNY and SUNY tuition for students with a B average or higher, and affordable housing. Receiving money from a PAC targeting incumbent Harris that supports an education tax credit for donations to private and parochial schools.",,TRUE,http://www.gothamgazette.com/index.php/state/6507-two-different-democratic-assembly-primaries-in-brooklyn,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD46,,Short-term incumbent faces tough primary challenge from experienced political aide.
Darlene,,Mealy,,http://council.nyc.gov/d41/html/members/home.shtml,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 55,L,10540,20160913,FALSE,TRUE,NY,FALSE,FALSE,Mealy,FALSE,http://www.kingscountypolitics.com/55th-ad-race-walker-mealy-race-figures-dirty/,https://www.facebook.com/CityCouncilwomanDarleneMealy/,https://twitter.com/cmdarlenemealy,N/A,N/A,https://ballotpedia.org/Darlene_Mealy,"City Council member, 41st District; District Leader, 55th Assembly District.",New York City Transit Authority,Was elected to the City Council in 2006 (now term-limited) and chairs the Contracts Committee. Mealy is currently receiving money from a PAC targeting incumbent Walker that supports an education tax credit for donations to private and parochial schools. Endorsed by Rev. Al Sharpton.,,TRUE,,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD55,,
Latrice,,Walker,,https://ballotpedia.org/Latrice_Walker,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 55,L,10540,20160913,FALSE,TRUE,NY,FALSE,FALSE,Walker,TRUE,http://assembly.state.ny.us/mem/Latrice-Walker,https://www.facebook.com/LatriceWalkerforAssembly,https://twitter.com/walkwithwalker,N/A,http://nyassembly.gov/mem/Latrice-Walker/video/7880/#videos,https://ballotpedia.org/Latrice_Walker,"Assembly member, District 55","Counsel, Congressmember Yvette D. Clarke",Elected in 2014. Supports restoring the protections of Section 5 of the Voting Rights Act. Endorsed by DC37.,,TRUE,,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD55,,Sitting Assembly member challenged by sitting City Council member in Brooklyn.
Karen,,Cherry,,https://www.facebook.com/photo.php?fbid=10154616837267448&set=a.10150869227682448.471283.685962447&type=3&theater,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 56,L,10610,20160913,FALSE,TRUE,NY,FALSE,FALSE,Cherry,FALSE,http://karencherry56.com/,https://www.facebook.com/karenzcherry,https://twitter.com/karenzcherry,https://www.instagram.com/karenzcherry/,N/A,N/A,"Community Liaison, Assembly member Erik Dilan","Staff, Congressmember Ed Towns","Wants to close differences in funding for co-located schools, and assist failing schools instead of shutting them down.",,TRUE,,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD56,,Two Democrats face off in open seat Brooklyn Assembly race.
Tremaine,,Wright,,https://tremainewrightforassembly.nationbuilder.com/,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 56,L,10610,20160913,FALSE,TRUE,NY,FALSE,FALSE,Wright,FALSE,http://www.tremainewright.com/,https://www.facebook.com/tremaine.wright,https://twitter.com/wrightnys56ad,https://www.instagram.com/wrightnys56ad/,N/A,N/A,"Chair, Community Board 3","Owner, Common Grounds coffee shop",Endorsed by retiring seatholder Annette Robinson.,,TRUE,,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD56,,
Philip,,Ramos,,https://ballotpedia.org/Philip_Ramos,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 6,L,7260,20160913,FALSE,TRUE,NY,FALSE,FALSE,Ramos,TRUE,http://nyassembly.gov/mem/Phil-Ramos/,https://www.facebook.com/Assemblyman-Phil-Ramos-1034683143215774/,https://twitter.com/philramos6ad,,https://www.youtube.com/user/PhilRamos6AD,https://ballotpedia.org/Philip_Ramos,"Assembly member, 6th District; Deputy Majority Leader",Emergency Medical Technician; Suffolk County police officer,"Elected to the Assembly in 2002. Has recently worked on expanding universal pre-K in Brentwood and Central Islip. Sits on the Committees on Education, Ways and Means, Aging and Local Government.",,,,,,
Giovanni,,Mata,,https://ballotpedia.org/Giovanni_Mata,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 6,L,7260,20160913,FALSE,TRUE,NY,FALSE,FALSE,Mata,FALSE,,https://www.facebook.com/GiomataNY/,,,N/A,https://ballotpedia.org/Giovanni_Mata,,,"Receiving money from a PAC targeting incumbent Ramos that supports an education tax credit for donations to private and parochial schools. Mata tried to run for office in 2014, but was removed from the ballot.",,,,,,
Ronald,,Castorina,,https://castorinaforassembly.com/,GOP,,,,,,,,,,,,GOP,,,State Assembly,District 62,L,11020,20160913,FALSE,TRUE,NY,FALSE,FALSE,Castorin,TRUE,https://castorinaforassembly.com/,https://www.facebook.com/CastorinaForAssembly/,https://twitter.com/Castorina2016,,,https://ballotpedia.org/Ronald_Castorina_Jr.,"Assembly member, District 62",Commissioner of the Board of Elections in Staten Island,Elected in May to the State Assembly. Wants to work on a South Shore transportation hub and opposes the minimum wage increase.,,,,,,
Janine,,Materna,,https://www.facebook.com/MaternaJanine/photos/a.445174623345.242829.83046918345/10154177314908346/?type=1&theater,GOP,,,,,,,,,,,,GOP,,,State Assembly,District 62,L,11020,20160913,FALSE,TRUE,NY,FALSE,FALSE,Materna,FALSE,http://maternaforassembly.nationbuilder.com/ ,https://www.facebook.com/janine.materna,,,,,"President of the Pleasant Plains, Prince’s Bay, Richmond Valley Civic Association",,Wants to create a fast ferry and supports gradual increases to the minim wage with tax cuts for small businesses.,,,,,,
Alice,,Cancel,,https://ballotpedia.org/Alice_Cancel,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 65,L,11220,20160913,FALSE,TRUE,NY,FALSE,FALSE,Cancel,TRUE,http://assembly.state.ny.us/mem/Alice-Cancel/,https://www.facebook.com/NYS.Assemblywoman.Alice.Cancel/,https://twitter.com/alice_cancel,N/A,N/A,https://ballotpedia.org/Alice_Cancel,"Assembly member, District 65",District Leader,Won the special election in April to fill the seat vacated by Sheldon Silver after being nominated by his allies.,,TRUE,http://www.gothamgazette.com/index.php/state/6513-crowded-assembly-field-looks-to-quickly-unseat-silver-replacement,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD65,,
Yuh-Line,,Niou,,https://twitter.com/yuhline,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 65,L,11220,20160913,FALSE,TRUE,NY,FALSE,FALSE,Niou,FALSE,http://www.nioufornewyork.com/,https://www.facebook.com/yuhlineniou/,https://twitter.com/yuhline,N/A,N/A,https://ballotpedia.org/Yuh-Line_Niou,,"Chief of Staff, Assembly member Ron Kim (Queens)",Won 35% of the vote in the April special election as the Working Familes Party candidate.,,TRUE,http://www.gothamgazette.com/index.php/state/6513-crowded-assembly-field-looks-to-quickly-unseat-silver-replacement,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD65,,
Jenifer,,Rajkumar,,http://www.jeniferfornyc.com/,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 65,L,11220,20160913,FALSE,TRUE,NY,FALSE,FALSE,Rajkumr,FALSE,http://www.jeniferfornyc.com/,https://www.facebook.com/jenifer.rajkumar,https://twitter.com/jeniferrajkumar,N/A,N/A,N/A,"Lawyer, Sanford Heisler Kimpel LLP; District Leader",,Challenged Council member Margaret Chin in the 2013 primary and won 41% of the vote. Was selected to Super Lawyers' New York-Metro Rising Stars List in 2015.,,TRUE,http://www.gothamgazette.com/index.php/state/6513-crowded-assembly-field-looks-to-quickly-unseat-silver-replacement,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD65,,
Don,,Lee,,https://www.facebook.com/DonLeeforNY/photos/a.1964891110402924.1073741825.1964890830402952/2057069071185127/?type=1&theater,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 65,L,11220,20160913,FALSE,TRUE,NY,FALSE,FALSE,Lee,FALSE,http://www.donleeforny.org/#!meet-don/c1rsg,https://www.facebook.com/DonLeeforNY,https://twitter.com/DonLee_for_NYSA,https://www.instagram.com/donleeforny/,N/A,N/A,"Chief Information Officer, Coalition of Asian American IPA and the Asian American Accountable Care Association",CEO of healthcare IT company,"Lee has worked under four mayors (Koch, Dinkins, Giuliani, and Bloomberg) and founded two senior centers.",,TRUE,http://www.gothamgazette.com/index.php/state/6513-crowded-assembly-field-looks-to-quickly-unseat-silver-replacement,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD65,,
Paul,,Newell,,https://twitter.com/newellnyc?lang=en,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 65,L,11220,20160913,FALSE,TRUE,NY,FALSE,FALSE,Newell,FALSE,http://www.newellnyc.org/,https://www.facebook.com/Paul.Newell.NYC/,https://twitter.com/newellnyc?lang=en,N/A,N/A,N/A,District Leader,,Challenged former Assembly member Sheldon Silver in 2008 and received 23 percent of the vote. Endorsed by Council member Rosie Mendez. ,,TRUE,http://www.gothamgazette.com/index.php/state/6513-crowded-assembly-field-looks-to-quickly-unseat-silver-replacement,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD65,,
Gigi,,Li,,http://www.gigili.nyc/,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 65,L,11220,20160913,FALSE,TRUE,NY,FALSE,FALSE,Li,FALSE,http://www.gigili.nyc/,https://www.facebook.com/gigi.k.li/,https://twitter.com/gigi_k_li,N/A,https://www.youtube.com/channel/UCijdHmUuc4tcVOnUSFMg0VA,N/A,,"Chair, Community Board 3; Director; Neighborhood Family Services Coalition (NFSC)",Endorsed by Council member Margaret Chin and Council Speaker Melissa Mark-Viverito.,,TRUE,http://www.gothamgazette.com/index.php/state/6513-crowded-assembly-field-looks-to-quickly-unseat-silver-replacement,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD65,,Crowded Democratic primary with short-term incumbent who replaced Sheldon Silver earlier this year.
Deborah,,Glick,,http://nyassembly.gov/mem/Deborah-J-Glick/bio/,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 66,L,11290,20160913,FALSE,TRUE,NY,FALSE,FALSE,Glick,TRUE,http://www.deborahglick.com/,N/A,https://twitter.com/DeborahJGlick,N/A,N/A,https://ballotpedia.org/Deborah_Glick,"Assembly member, District 66",,"When Glick was first elected in 1990, she was the first openly LGBT person elected to the New York Assembly.",,,,,,
Jim,,Fouratt,,https://www.facebook.com/photo.php?fbid=10207175371486754&set=a.1382600409170.2052096.1356765773&type=3&theater,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 66,L,11290,20160913,FALSE,TRUE,NY,FALSE,FALSE,Fouratt,FALSE,http://jimfouratt4assembly.nyc/,https://www.facebook.com/jim.fouratt,https://twitter.com/jim_fouratt,N/A,https://www.youtube.com/channel/UCvdF4emLvTSZFU8CcWlkamA,N/A,"Writer, Activist","Founding Member, Coalition to Save a Hospital (St. Vincent's)",Has advocated for more affordable housing and limits on rezoning. First primary challenger for Assembly member Glick in 26 years.,,,,,,
Linda,,Rosenthal,,http://nyassembly.gov/mem/Linda-B-Rosenthal/bio/,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 67,L,11350,20160913,FALSE,TRUE,NY,FALSE,FALSE,Rosenthl,TRUE,http://www.assembly.state.ny.us/mem/?ad=067,https://www.facebook.com/LindaBRosenthal.UWS,https://twitter.com/lindabrosenthal,N/A,N/A,https://ballotpedia.org/Linda_Rosenthal,"Assembly member, District 67","Staff, Congressmember Jerrold Nadler",Elected in 2006 to the Assembly. Recently sponsored a bill to ban advertisement of illegal short-term rentals. She is chair of the Legislative Commission on Science and Technology.,,,,,,
Eugene,,Byrne,,,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 67,L,11350,20160913,FALSE,TRUE,NY,FALSE,FALSE,Byrne,FALSE,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,
Daniel,,O'Donnell,,http://nyassembly.gov/mem/Daniel-J-O'Donnell/bio/,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 69,L,11490,20160913,FALSE,TRUE,NY,FALSE,FALSE,O'Donnll,TRUE,http://assembly.state.ny.us/mem/Daniel-J-O'Donnell/,https://www.facebook.com/dannyodonnellny/,https://twitter.com/danieljodonnell?lang=en,N/A,N/A,https://ballotpedia.org/Daniel_O%27Donnell_(New_York),"Assembly member, District 69",Lawyer,"Elected in 2002 and was the first openly gay man in the Assembly. Chair of the corrections committee, where he has recently pushed for an independent ombudsman for New York state prisons but the bill did not pass the Senate.",,,,,,
Steven,,Appel,,https://www.linkedin.com/in/steven-m-appel-4789b14,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 69,L,11490,20160913,FALSE,TRUE,NY,FALSE,FALSE,Appel,FALSE,http://www.stevenmappel.com/,https://www.facebook.com/StevenMAppel/,https://twitter.com/StevenMAppel,https://www.instagram.com/stevenmappel/,https://www.youtube.com/channel/UC-Oc2kdbHOh6ZmW0Reva1Hg,N/A,,"Senior Manager, WISE (Working in Support of Education)","Recent business school graduate. Co-founded the Center for Ethnic, Racial and Religious Understanding at Queens College (CERRU).",,,,,,
Guillermo,,Linares,,https://ballotpedia.org/Guillermo_Linares,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 72,L,11660,20160913,FALSE,TRUE,NY,FALSE,FALSE,Linares,TRUE,http://nyassembly.gov/mem/Guillermo-Linares/bio/,https://www.facebook.com/AMGuillermoLinares,https://twitter.com/glinares72,N/A,N/A,https://ballotpedia.org/Guillermo_Linares,"Assembly member, 72nd District",City Council member (1992-2001),One of six Democratic state legislators to not have sponsored any bill that was passed this year according to POLITICO. Recently opposed the rezoning of Sherman and Broadway and pushed for 100% affordable housing.,-,TRUE,,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD72,,"Incumbent faces two challengers, one of whom is receiving significant backing from Democratic officials."
George,,Fernandez,,https://twitter.com/fernandez_geo,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 72,L,11660,20160913,FALSE,TRUE,NY,FALSE,FALSE,Fernndz,FALSE,http://www.georgefernandez2016.org/,https://www.facebook.com/GeorgeFernandez2016/,https://twitter.com/fernandez_geo,N/A,N/A,N/A,"Founder and President, Inwood Advocates Coalition for Tenants Rights","Chair, Community Board 12",Focused on housing issues. Opposed development at Sherman Plaza.,,TRUE,,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD72,,
Carmen,,De La Rosa,,https://twitter.com/cndelarosa,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 72,L,11660,20160913,FALSE,TRUE,NY,FALSE,FALSE,DeLaRos,FALSE,http://delarosa2016.com/,https://www.facebook.com/carmen.d.rosa.39?fref=nf,https://twitter.com/cndelarosa,N/A,N/A,N/A,"Chief of Staff, Council member Ydanis Rodriguez; District Leader",,Has the support of Senator Adriano Espaillat's team.,,TRUE,,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD72,,
Jose,,Rivera,,http://nyassembly.gov/mem/Jose-Rivera/bio/,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 78,L,12060,20160913,FALSE,TRUE,NY,FALSE,FALSE,Rivera,TRUE,http://nyassembly.gov/mem/Jose-Rivera,,,,,https://ballotpedia.org/Jose_Rivera,"Assembly member, District 78",City Council member; Leader of Bronx Democratic Party,Elected to this seat in 2000. One of six Democratic state legislators to not have sponsored any bill that was passed this year according to POLITICO. Rivera has been Chairman of the Black and Puerto Rican Caucus in the State Assembly.,,TRUE,,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD78,,
Ischia,,Bravo,,http://bravoforassembly.com/,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 78,L,12060,20160913,FALSE,TRUE,NY,FALSE,FALSE,Bravo,FALSE,http://www.bravoforassembly.com/,https://www.facebook.com/bravoforassembly/,,,N/A,,"Member, Community Board 7","Executive Director, Bronx Democratic County Committee; District Manager, State Senator Jose Serrano Jr. Ed",Lifelong resident of the district who wants to focus on affordable housing and education in the Assembly.,,TRUE,,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD78,,Long-time incumbent faces tough challenge from experienced political aide and operative.
Carmen,,Arroyo,,https://ballotpedia.org/Carmen_Arroyo,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 84,L,12440,20160913,FALSE,TRUE,NY,FALSE,FALSE,Arroyo,TRUE,http://assembly.state.ny.us/mem/Carmen-E-Arroyo/,,,,N/A,https://ballotpedia.org/Carmen_Arroyo,"Assembly Member, District 84",,"Elected in 1994 to the Assembly and was the ""first Puerto Rican woman elected to any State Assembly in the US,"" according to her State Assembly Website. She is Chair of the Subcommittee on Bilingual Education.",,,,,,
Jackson,,Strong,,https://www.facebook.com/photo.php?fbid=10100524273848314&set=a.567646320574.2086623.51301154&type=3&theater,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 84,L,12440,20160913,FALSE,TRUE,NY,FALSE,FALSE,Strong,FALSE,http://jacksonstrong2016.com/,https://www.facebook.com/jackson.strong.12,,,N/A,,"Member, Community Board 4",Co-founder of Titan Realty Partners,,,,,,,
Marcos,,Crespo,,https://ballotpedia.org/Marcos_Crespo,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 85,L,12510,20160913,FALSE,TRUE,NY,FALSE,FALSE,Crespo,TRUE,http://assembly.state.ny.us/mem/Marcos-A-Crespo/,https://www.facebook.com/marcoscrespo85,,,N/A,https://ballotpedia.org/Marcos_Crespo,"Assembly Member, District 85",,His work in the State Assembly has focused on the needs and issues of immigrants.,,,,,,
William,,Moore,,,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 85,L,12510,20160913,FALSE,TRUE,NY,FALSE,FALSE,Moore,FALSE,http://www.electmoore2016.com/,,,,N/A,,Private sector,"Chief of Staff and Communications Director, Former Council member Una Clarke; Communications for Former Mayors David Dinkins and Rudy Giuliani","Also ran for this seat in 2014, but lost in the primary.",,,,,,
Hector,,Ramirez,,,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 86,L,12570,20160913,FALSE,TRUE,NY,FALSE,FALSE,Ramirez,FALSE,,https://www.facebook.com/hector.ramirez.1614460,,,N/A,,,,Lost by two votes to Victor Pichardo in his previous bid for this seat in 2014; he was also arrested for voter fraud in 2014 in the aftermath of the race.,,TRUE,http://www.gothamgazette.com/index.php/state/6436-former-informant-out-candidate-indicted-on-voter-fraud-in,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD86,,
Victor,,Pichardo,,https://ballotpedia.org/Victor_Pichardo,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 86,L,12570,20160913,FALSE,TRUE,NY,FALSE,FALSE,Pichardo,TRUE,http://www.victorpichardoforassembly.com/,https://www.facebook.com/Victor86AD,https://twitter.com/Victor86AD,,N/A,https://ballotpedia.org/Victor_Pichardo,,,Worked at Senator Charles Schumer's Office for several years. ,,TRUE,http://www.gothamgazette.com/index.php/state/6436-former-informant-out-candidate-indicted-on-voter-fraud-in,http://www.gothamgazette.com/index.php/state/6511-races-to-watch-in-state-legislative-primaries#RTWAD86,,Incumbent Bronx Assembly member faces repeat challenger who has a pending legal case from last election.
Luis,,Sepulveda,,https://ballotpedia.org/Luis_Sepulveda,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 87,L,12630,20160913,FALSE,TRUE,NY,FALSE,FALSE,Sepulved,TRUE,http://www.luissepulvedany.com/,https://www.facebook.com/luis.r.sepulveda,,,https://www.youtube.com/channel/UCfctGNaFpt0Iyw_GyLzyCJw,https://ballotpedia.org/Luis_Sepulveda,"Assembly member, 87th District; Owner of a law office",,Has focused on policing criminal justice reform in the Assembly. Recently sponsored a bill that would give New York voters the power to recall their elected officials.,,,,,,
Pamela,,Stewart-Martinez,,http://www.pamstewartmartinez.com/about_pamela,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 87,L,12630,20160913,FALSE,TRUE,NY,FALSE,FALSE,StwrtM,FALSE,http://www.pamstewartmartinez.com/,,,,N/A,,"Member, Citywide Council on Special Education",,"Wants to focus on affordable housing, raising the minimum wage to $15, as well as education and immigration reform.",,,,,,
Kevin,,Byrne,,https://www.linkedin.com/in/kbyrne1,GOP,,,,,,,,,,,,GOP,,,State Assembly,District 94,L,13120,20160913,FALSE,TRUE,NY,FALSE,FALSE,Byrne,FALSE,http://www.byrne4ny.com/,https://www.facebook.com/Byrne4NY,,,N/A,,,,A former Vice Chairman of the Putnam County GOP.,,,,,,
Suzanne,,McDonough,,https://www.facebook.com/suzi4ny/photos/a.863751180335247.1073741828.863747450335620/1160278624015833/?type=3&theater,GOP,,,,,,,,,,,,GOP,,,State Assembly,District 94,L,13120,20160913,FALSE,TRUE,NY,FALSE,FALSE,McDngh,FALSE,http://suzi4ny.com/,https://www.facebook.com/suzi4ny,https://twitter.com/suzi4ny,,N/A,https://ballotpedia.org/Suzanne_F._McDonough,Runs a cancer awareness non-profit,"Staff, State Senate","Wants to focus on changing Common Core and ethics reform. Describes herself as ""pro-life"" and ""pro second amendment.""",,,,,,
Ellen,,Jaffee,,http://nyassembly.gov/mem/Ellen-Jaffee/bio/,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 97,L,13340,20160913,FALSE,TRUE,NY,FALSE,FALSE,Jaffee,FALSE,http://www.ellenjaffee.com/,https://www.facebook.com/JaffeeNY,,,N/A,https://ballotpedia.org/Ellen_Jaffee,"Assembly member, District 97",Rockland County Legislator; Village of Suffern trustee,"Elected to the Assembly in 2006. She is currently chair of the Oversight, Analysis, and Investigation Committee.",,,,,,
Thomas,,Gulla,,,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 97,L,13340,20160913,FALSE,TRUE,NY,FALSE,FALSE,Gulla,FALSE,,,,,N/A,https://ballotpedia.org/Thomas_M._Gulla,,,"May also give the incumbent, Ellen Jaffee, a challenge on the Working Families line in November.",,,,,,
Aron,,Wieder,,https://ballotpedia.org/Aron_B._Wieder,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 98,L,13420,20160913,FALSE,TRUE,NY,FALSE,FALSE,Wieder,FALSE,,,https://twitter.com/aronwieder,,https://www.youtube.com/channel/UC9tNnWumxsok6dpiz_mS2hg,https://ballotpedia.org/Aron_B._Wieder,Rockland County Legislator,,"He twice ran for Assembly, but lost in the Democratic Primary both times.",,,,,,
Krystal,,Serrano,,http://krystalserrano.com/,Dem,,,,,,,,,,,,Dem,,,State Assembly,District 98,L,13420,20160913,FALSE,TRUE,NY,FALSE,FALSE,Serrano,FALSE,http://krystalserrano.com/,,,,N/A,https://ballotpedia.org/Krystal_Z._Serrano,,Financial sector,"Also ran for Assembly in 2014, but she lost in the primary.",,,,,,
